Datetime,Rainfall_mm
2014-05-21 03:00:00,0.11556717
2014-05-21 06:00:00,0.0
2014-05-21 12:00:00,0.10726346
2014-05-21 18:00:00,0.10726346
2014-05-22 00:00:00,0.029938333
2014-05-22 03:00:00,0.029938333
2014-05-22 06:00:00,0.8431767
2014-05-22 12:00:00,0.17417307
2014-05-22 18:00:00,0.17417307
2014-05-23 00:00:00,0.030373216
2014-07-21 03:00:00,0.13382937
2014-07-21 06:00:00,0.20729245
2014-07-21 12:00:00,0.34873256
2014-07-21 18:00:00,0.0
2014-07-22 00:00:00,0.47176147
2014-07-22 03:00:00,0.16950157
2014-07-22 06:00:00,0.14529708
2014-07-22 12:00:00,0.0
2014-07-22 18:00:00,0.012889761
2014-07-23 00:00:00,1.0058956
2014-07-23 03:00:00,2.3775256
2014-07-23 06:00:00,10.342696
