Serial Number of system during year,Basin of origin,Name,Date(DD/MM/YYYY),Time (UTC),Latitude (lat),longitude  (Long),"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",Maximum Sustained Surface Wind (kt) ,"Pressure Drop (hPa)[or ""delta P""]",Grade (text),Outermost closed isobar (hPa),Diameter/Size of outermost closed isobar(in degree),,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,0600,13.5,80.8,3.0,988,50,14,SCS,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,0900,13.7,80.7,3.0,988,50,14,SCS,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,1200,14.0,80.5,3.5,986,55,16,SCS,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,1500,14.3,80.4,3.5,986,55,16,SCS,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,1800,14.5,80.3,3.5,986,55,16,SCS,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,2100,14.7,80.2,3.5,986,55,16,SCS,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,05.12.23,0000,14.9,80.2,3.5,988,50,14,SCS,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,0300,15.2,80.2,3.5,988,50,14,SCS,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,0600,15.5,80.3,3.0,988,50,14,SCS,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,Crossed South Andhra Pradesh coast close to south of Bapatla  during 0700-0900 UTC (1230-1430 IST) of 05th December near Lat 15.7 deg. N and Lon 80.3 deg. E as a severe Cyclonic Storm with the maximum sustained wind speed of 50 knots (90-100 kmph gusting to 110 kmph),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,900,15.8,80.3,-,990,50,12,SCS,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,1200,16.0,80.3,-,996,40,8,CS,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,1500,16.4,80.4,-,998,35,7,CS,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,1800,16.8,80.4,-,1000,30,6,DD,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,06.12.23,0000,17.4,80.5,-,1004,20,3,D,,,,,,,,,,,,,,,,,,,,,
,BOB,MICHAUNG,,0300,Weakened into a well-marked low Pressure area (WML) over Northeast Telangana,,,,,,WML,,,,,,,,,,,,,,,,,,,,,
